Time(s)	Elevation(m)
132.8000	0.0453
132.9000	0.0479
133.0000	0.0410
133.1000	0.0243
133.2000	-0.0020
133.3000	-0.0373
133.4000	-0.0802
133.5000	-0.1294
133.6000	-0.1828
133.7000	-0.2384
133.8000	-0.2941
133.9000	-0.3477
134.0000	-0.3975
134.1000	-0.4419
134.2000	-0.4798
134.3000	-0.5103
134.4000	-0.5332
134.5000	-0.5486
134.6000	-0.5573
134.7000	-0.5599
134.8000	-0.5577
134.9000	-0.5520
135.0000	-0.5440
135.1000	-0.5350
135.2000	-0.5261
135.3000	-0.5180
135.4000	-0.5112
135.5000	-0.5061
135.6000	-0.5023
135.7000	-0.4996
135.8000	-0.4972
135.9000	-0.4945
136.0000	-0.4903
136.1000	-0.4840
136.2000	-0.4747
136.3000	-0.4619
136.4000	-0.4451
136.5000	-0.4243
136.6000	-0.3997
136.7000	-0.3719
136.8000	-0.3414
136.9000	-0.3094
137.0000	-0.2767
137.1000	-0.2444
137.2000	-0.2136
137.3000	-0.1850
137.4000	-0.1592
137.5000	-0.1365
137.6000	-0.1168
137.7000	-0.0997
137.8000	-0.0843
137.9000	-0.0695
138.0000	-0.0540
138.1000	-0.0361
138.2000	-0.0143
138.3000	0.0131
138.4000	0.0476
138.5000	0.0904
138.6000	0.1423
138.7000	0.2039
138.8000	0.2751
138.9000	0.3556
139.0000	0.4443
139.1000	0.5399
139.2000	0.6404
139.3000	0.7436
139.4000	0.8472
139.5000	0.9485
139.6000	1.0448
139.7000	1.1336
139.8000	1.2123
139.9000	1.2788
140.0000	1.3311
140.1000	1.3676
140.2000	1.3871
140.3000	1.3890
140.4000	1.3728
140.5000	1.3385
140.6000	1.2865
140.7000	1.2176
140.8000	1.1327
140.9000	1.0330
141.0000	0.9199
141.1000	0.7951
141.2000	0.6602
141.3000	0.5169
141.4000	0.3672
141.5000	0.2130
141.6000	0.0563
141.7000	-0.1008
141.8000	-0.2562
141.9000	-0.4078
142.0000	-0.5534
142.1000	-0.6907
142.2000	-0.8178
142.3000	-0.9325
142.4000	-1.0329
142.5000	-1.1173
142.6000	-1.1843
142.7000	-1.2326
142.8000	-1.2614
142.9000	-1.2705
143.0000	-1.2600
143.1000	-1.2303
143.2000	-1.1827
143.3000	-1.1186
143.4000	-1.0401
143.5000	-0.9495
143.6000	-0.8496
143.7000	-0.7432
143.8000	-0.6334
143.9000	-0.5230
144.0000	-0.4150
144.1000	-0.3120
144.2000	-0.2161
144.3000	-0.1292
144.4000	-0.0527
144.5000	0.0129
144.6000	0.0672
144.7000	0.1107
144.8000	0.1443
144.9000	0.1694
145.0000	0.1876
145.1000	0.2009
145.2000	0.2114
145.3000	0.2212
145.4000	0.2324
145.5000	0.2467
145.6000	0.2657
145.7000	0.2902
145.8000	0.3211
145.9000	0.3584
146.0000	0.4017
146.1000	0.4503
146.2000	0.5029
146.3000	0.5580
146.4000	0.6138
146.5000	0.6684
146.6000	0.7198
146.7000	0.7661
146.8000	0.8055
146.9000	0.8367
147.0000	0.8583
147.1000	0.8696
147.2000	0.8700
147.3000	0.8595
147.4000	0.8383
147.5000	0.8069
147.6000	0.7661
147.7000	0.7168
147.8000	0.6602
147.9000	0.5972
148.0000	0.5291
148.1000	0.4567
148.2000	0.3809
148.3000	0.3024
148.4000	0.2219
148.5000	0.1396
148.6000	0.0559
148.7000	-0.0291
148.8000	-0.1152
148.9000	-0.2022
149.0000	-0.2900
149.1000	-0.3782
149.2000	-0.4665
149.3000	-0.5541
149.4000	-0.6404
149.5000	-0.7244
149.6000	-0.8051
149.7000	-0.8810
149.8000	-0.9512
149.9000	-1.0141
150.0000	-1.0686
150.1000	-1.1135
150.2000	-1.1478
150.3000	-1.1709
150.4000	-1.1821
150.5000	-1.1813
150.6000	-1.1685
150.7000	-1.1442
150.8000	-1.1089
150.9000	-1.0637
151.0000	-1.0097
151.1000	-0.9481
151.2000	-0.8805
151.3000	-0.8082
151.4000	-0.7327
151.5000	-0.6555
151.6000	-0.5778
151.7000	-0.5009
151.8000	-0.4259
151.9000	-0.3535
152.0000	-0.2845
152.1000	-0.2194
152.2000	-0.1587
152.3000	-0.1025
152.4000	-0.0511
152.5000	-0.0045
152.6000	0.0373
152.7000	0.0744
152.8000	0.1067
152.9000	0.1345
153.0000	0.1576
153.1000	0.1763
153.2000	0.1905
153.3000	0.2003
153.4000	0.2058
153.5000	0.2069
153.6000	0.2037
153.7000	0.1964
153.8000	0.1851
153.9000	0.1699
154.0000	0.1511
154.1000	0.1292
154.2000	0.1044
154.3000	0.0774
154.4000	0.0489
154.5000	0.0196
154.6000	-0.0094
154.7000	-0.0371
154.8000	-0.0622
154.9000	-0.0834
155.0000	-0.0993
155.1000	-0.1082
155.2000	-0.1087
155.3000	-0.0992
155.4000	-0.0783
155.5000	-0.0447
155.6000	0.0026
155.7000	0.0643
155.8000	0.1410
155.9000	0.2326
156.0000	0.3386
156.1000	0.4582
156.2000	0.5899
156.3000	0.7318
156.4000	0.8817
156.5000	1.0370
156.6000	1.1948
156.7000	1.3519
156.8000	1.5052
156.9000	1.6517
157.0000	1.7884
157.1000	1.9126
157.2000	2.0220
157.3000	2.1146
157.4000	2.1891
157.5000	2.2443
157.6000	2.2798
157.7000	2.2952
157.8000	2.2909
157.9000	2.2671
158.0000	2.2244
158.1000	2.1635
158.2000	2.0850
158.3000	1.9893
158.4000	1.8770
158.5000	1.7483
158.6000	1.6033
158.7000	1.4419
158.8000	1.2643
158.9000	1.0705
159.0000	0.8607
159.1000	0.6355
159.2000	0.3958
159.3000	0.1431
159.4000	-0.1206
159.5000	-0.3928
159.6000	-0.6702
159.7000	-0.9490
159.8000	-1.2251
159.9000	-1.4940
160.0000	-1.7509
160.1000	-1.9913
160.2000	-2.2107
160.3000	-2.4053
160.4000	-2.5717
160.5000	-2.7076
160.6000	-2.8114
160.7000	-2.8825
160.8000	-2.9216
160.9000	-2.9301
161.0000	-2.9103
161.1000	-2.8653
161.2000	-2.7988
161.3000	-2.7147
161.4000	-2.6169
161.5000	-2.5094
161.6000	-2.3956
161.7000	-2.2784
161.8000	-2.1600
161.9000	-2.0419
162.0000	-1.9248
162.1000	-1.8086
162.2000	-1.6926
162.3000	-1.5756
162.4000	-1.4562
162.5000	-1.3326
162.6000	-1.2035
162.7000	-1.0677
162.8000	-0.9244
162.9000	-0.7736
163.0000	-0.6160
163.1000	-0.4527
163.2000	-0.2860
163.3000	-0.1183
163.4000	0.0472
163.5000	0.2074
163.6000	0.3586
163.7000	0.4979
163.8000	0.6223
163.9000	0.7295
164.0000	0.8179
164.1000	0.8867
164.2000	0.9361
164.3000	0.9668
164.4000	0.9806
164.5000	0.9798
164.6000	0.9672
164.7000	0.9461
164.8000	0.9197
164.9000	0.8912
165.0000	0.8637
165.1000	0.8396
165.2000	0.8209
165.3000	0.8091
165.4000	0.8048
165.5000	0.8083
165.6000	0.8190
165.7000	0.8360
165.8000	0.8582
165.9000	0.8839
166.0000	0.9116
166.1000	0.9398
166.2000	0.9672
166.3000	0.9926
166.4000	1.0152
166.5000	1.0346
166.6000	1.0505
166.7000	1.0630
166.8000	1.0724
166.9000	1.0792
167.0000	1.0837
167.1000	1.0864
167.2000	1.0876
167.3000	1.0874
167.4000	1.0859
167.5000	1.0829
167.6000	1.0780
167.7000	1.0706
167.8000	1.0602
167.9000	1.0463
168.0000	1.0281
168.1000	1.0053
168.2000	0.9775
168.3000	0.9445
168.4000	0.9063
168.5000	0.8631
168.6000	0.8151
168.7000	0.7627
168.8000	0.7064
168.9000	0.6465
169.0000	0.5833
169.1000	0.5169
169.2000	0.4473
169.3000	0.3745
169.4000	0.2982
169.5000	0.2180
169.6000	0.1336
169.7000	0.0447
169.8000	-0.0490
169.9000	-0.1472
170.0000	-0.2497
170.1000	-0.3555
170.2000	-0.4636
170.3000	-0.5722
170.4000	-0.6794
170.5000	-0.7828
170.6000	-0.8799
170.7000	-0.9678
170.8000	-1.0442
170.9000	-1.1064
171.0000	-1.1527
171.1000	-1.1813
171.2000	-1.1916
171.3000	-1.1834
171.4000	-1.1573
171.5000	-1.1148
171.6000	-1.0579
171.7000	-0.9895
171.8000	-0.9128
171.9000	-0.8312
172.0000	-0.7484
172.1000	-0.6678
172.2000	-0.5925
172.3000	-0.5252
172.4000	-0.4681
172.5000	-0.4222
172.6000	-0.3882
172.7000	-0.3657
172.8000	-0.3537
172.9000	-0.3505
173.0000	-0.3537
173.1000	-0.3610
173.2000	-0.3696
173.3000	-0.3768
173.4000	-0.3803
173.5000	-0.3781
173.6000	-0.3686
173.7000	-0.3511
173.8000	-0.3254
173.9000	-0.2920
174.0000	-0.2521
174.1000	-0.2074
174.2000	-0.1600
174.3000	-0.1123
174.4000	-0.0668
174.5000	-0.0260
174.6000	0.0078
174.7000	0.0329
174.8000	0.0477
174.9000	0.0515
175.0000	0.0438
175.1000	0.0250
175.2000	-0.0040
175.3000	-0.0417
175.4000	-0.0864
175.5000	-0.1359
175.6000	-0.1877
175.7000	-0.2394
175.8000	-0.2886
175.9000	-0.3330
176.0000	-0.3703
176.1000	-0.3990
176.2000	-0.4176
176.3000	-0.4251
176.4000	-0.4210
176.5000	-0.4051
176.6000	-0.3779
176.7000	-0.3400
176.8000	-0.2925
176.9000	-0.2366
177.0000	-0.1741
177.1000	-0.1065
177.2000	-0.0359
177.3000	0.0359
177.4000	0.1070
177.5000	0.1756
177.6000	0.2401
177.7000	0.2991
177.8000	0.3512
177.9000	0.3957
178.0000	0.4320
178.1000	0.4597
178.2000	0.4791
178.3000	0.4904
178.4000	0.4944
178.5000	0.4922
178.6000	0.4848
178.7000	0.4736
178.8000	0.4600
178.9000	0.4453
179.0000	0.4307
179.1000	0.4175
179.2000	0.4062
179.3000	0.3976
179.4000	0.3918
179.5000	0.3887
179.6000	0.3878
179.7000	0.3883
179.8000	0.3894
179.9000	0.3899
180.0000	0.3887
180.1000	0.3845
180.2000	0.3766
180.3000	0.3641
180.4000	0.3465
180.5000	0.3238
180.6000	0.2963
180.7000	0.2646
180.8000	0.2299
180.9000	0.1934
181.0000	0.1568
181.1000	0.1217
181.2000	0.0898
181.3000	0.0628
181.4000	0.0420
181.5000	0.0284
181.6000	0.0226
181.7000	0.0248
181.8000	0.0347
181.9000	0.0513
182.0000	0.0735
182.1000	0.0997
182.2000	0.1280
182.3000	0.1563
182.4000	0.1828
182.5000	0.2054
182.6000	0.2227
182.7000	0.2333
182.8000	0.2365
182.9000	0.2321
183.0000	0.2204
183.1000	0.2020
183.2000	0.1783
183.3000	0.1510
183.4000	0.1219
183.5000	0.0930
183.6000	0.0666
183.7000	0.0444
183.8000	0.0283
183.9000	0.0194
184.0000	0.0186
184.1000	0.0264
184.2000	0.0425
184.3000	0.0662
184.4000	0.0965
184.5000	0.1317
184.6000	0.1701
184.7000	0.2098
184.8000	0.2487
184.9000	0.2848
185.0000	0.3166
185.1000	0.3424
185.2000	0.3614
185.3000	0.3728
185.4000	0.3765
185.5000	0.3725
185.6000	0.3616
185.7000	0.3444
185.8000	0.3222
185.9000	0.2961
186.0000	0.2674
186.1000	0.2370
186.2000	0.2061
186.3000	0.1752
186.4000	0.1447
186.5000	0.1147
186.6000	0.0848
186.7000	0.0544
186.8000	0.0223
186.9000	-0.0124
187.0000	-0.0512
187.1000	-0.0955
187.2000	-0.1466
187.3000	-0.2057
187.4000	-0.2739
187.5000	-0.3518
187.6000	-0.4398
187.7000	-0.5376
187.8000	-0.6447
187.9000	-0.7600
188.0000	-0.8822
188.1000	-1.0091
188.2000	-1.1387
188.3000	-1.2683
188.4000	-1.3951
188.5000	-1.5164
188.6000	-1.6290
188.7000	-1.7302
188.8000	-1.8174
188.9000	-1.8879
189.0000	-1.9398
189.1000	-1.9713
189.2000	-1.9811
189.3000	-1.9686
189.4000	-1.9335
189.5000	-1.8762
189.6000	-1.7975
189.7000	-1.6989
189.8000	-1.5823
189.9000	-1.4500
190.0000	-1.3046
190.1000	-1.1491
190.2000	-0.9864
190.3000	-0.8197
190.4000	-0.6520
190.5000	-0.4860
190.6000	-0.3244
190.7000	-0.1691
190.8000	-0.0217
190.9000	0.1165
191.0000	0.2453
191.1000	0.3646
191.2000	0.4751
191.3000	0.5780
191.4000	0.6749
191.5000	0.7677
191.6000	0.8584
191.7000	0.9493
191.8000	1.0423
191.9000	1.1391
192.0000	1.2411
192.1000	1.3490
192.2000	1.4630
192.3000	1.5826
192.4000	1.7065
192.5000	1.8327
192.6000	1.9586
192.7000	2.0810
192.8000	2.1965
192.9000	2.3013
193.0000	2.3915
193.1000	2.4633
193.2000	2.5136
193.3000	2.5394
193.4000	2.5386
193.5000	2.5098
193.6000	2.4526
193.7000	2.3674
193.8000	2.2557
193.9000	2.1197
194.0000	1.9623
194.1000	1.7874
194.2000	1.5988
194.3000	1.4010
194.4000	1.1985
194.5000	0.9953
194.6000	0.7956
194.7000	0.6027
194.8000	0.4196
194.9000	0.2482
195.0000	0.0901
195.1000	-0.0541
195.2000	-0.1844
195.3000	-0.3017
195.4000	-0.4071
195.5000	-0.5021
195.6000	-0.5888
195.7000	-0.6690
195.8000	-0.7447
195.9000	-0.8176
196.0000	-0.8892
196.1000	-0.9604
196.2000	-1.0321
196.3000	-1.1043
196.4000	-1.1768
196.5000	-1.2491
196.6000	-1.3201
196.7000	-1.3886
196.8000	-1.4533
196.9000	-1.5126
197.0000	-1.5651
197.1000	-1.6096
197.2000	-1.6449
197.3000	-1.6701
197.4000	-1.6846
197.5000	-1.6882
197.6000	-1.6808
197.7000	-1.6629
197.8000	-1.6349
197.9000	-1.5977
198.0000	-1.5523
198.1000	-1.4997
198.2000	-1.4409
198.3000	-1.3772
198.4000	-1.3096
198.5000	-1.2390
198.6000	-1.1663
198.7000	-1.0921
198.8000	-1.0169
198.9000	-0.9411
199.0000	-0.8650
199.1000	-0.7884
199.2000	-0.7115
199.3000	-0.6341
199.4000	-0.5560
199.5000	-0.4770
199.6000	-0.3971
199.7000	-0.3162
199.8000	-0.2344
199.9000	-0.1518
200.0000	-0.0689
200.1000	0.0139
200.2000	0.0958
200.3000	0.1760
200.4000	0.2535
200.5000	0.3272
200.6000	0.3962
200.7000	0.4594
200.8000	0.5158
200.9000	0.5648
201.0000	0.6060
201.1000	0.6390
201.2000	0.6643
201.3000	0.6824
201.4000	0.6944
201.5000	0.7017
201.6000	0.7062
201.7000	0.7098
201.8000	0.7149
201.9000	0.7236
202.0000	0.7383
202.1000	0.7608
202.2000	0.7926
202.3000	0.8349
202.4000	0.8879
202.5000	0.9514
202.6000	1.0242
202.7000	1.1044
202.8000	1.1894
202.9000	1.2759
203.0000	1.3601
203.1000	1.4381
203.2000	1.5055
203.3000	1.5584
203.4000	1.5929
203.5000	1.6060
203.6000	1.5953
203.7000	1.5592
203.8000	1.4973
203.9000	1.4103
204.0000	1.2997
204.1000	1.1684
204.2000	1.0196
204.3000	0.8578
204.4000	0.6873
204.5000	0.5130
204.6000	0.3397
204.7000	0.1717
204.8000	0.0128
204.9000	-0.1339
205.0000	-0.2660
205.1000	-0.3823
205.2000	-0.4824
205.3000	-0.5669
205.4000	-0.6371
205.5000	-0.6949
205.6000	-0.7428
205.7000	-0.7834
205.8000	-0.8192
205.9000	-0.8527
206.0000	-0.8860
206.1000	-0.9206
206.2000	-0.9574
206.3000	-0.9968
206.4000	-1.0383
206.5000	-1.0812
206.6000	-1.1241
206.7000	-1.1654
206.8000	-1.2034
206.9000	-1.2363
207.0000	-1.2625
207.1000	-1.2810
207.2000	-1.2909
207.3000	-1.2917
207.4000	-1.2838
207.5000	-1.2675
207.6000	-1.2438
207.7000	-1.2137
207.8000	-1.1786
207.9000	-1.1395
208.0000	-1.0974
208.1000	-1.0529
208.2000	-1.0063
208.3000	-0.9573
208.4000	-0.9053
208.5000	-0.8492
208.6000	-0.7875
208.7000	-0.7189
208.8000	-0.6417
208.9000	-0.5545
209.0000	-0.4562
209.1000	-0.3463
209.2000	-0.2248
209.3000	-0.0926
209.4000	0.0489
209.5000	0.1974
209.6000	0.3501
209.7000	0.5034
209.8000	0.6538
209.9000	0.7975
210.0000	0.9306
210.1000	1.0500
210.2000	1.1528
210.3000	1.2372
210.4000	1.3022
210.5000	1.3475
210.6000	1.3742
210.7000	1.3842
210.8000	1.3800
210.9000	1.3650
211.0000	1.3429
211.1000	1.3174
211.2000	1.2922
211.3000	1.2705
211.4000	1.2549
211.5000	1.2471
211.6000	1.2479
211.7000	1.2570
211.8000	1.2730
211.9000	1.2936
212.0000	1.3156
212.1000	1.3353
212.2000	1.3485
212.3000	1.3510
212.4000	1.3386
212.5000	1.3076
212.6000	1.2550
212.7000	1.1789
212.8000	1.0779
212.9000	0.9523
213.0000	0.8030
213.1000	0.6321
213.2000	0.4429
213.3000	0.2391
213.4000	0.0250
213.5000	-0.1946
213.6000	-0.4150
213.7000	-0.6316
213.8000	-0.8402
213.9000	-1.0371
214.0000	-1.2194
214.1000	-1.3847
214.2000	-1.5317
214.3000	-1.6595
214.4000	-1.7682
214.5000	-1.8581
214.6000	-1.9303
214.7000	-1.9860
214.8000	-2.0264
214.9000	-2.0527
215.0000	-2.0661
215.1000	-2.0674
215.2000	-2.0572
215.3000	-2.0355
215.4000	-2.0022
215.5000	-1.9568
215.6000	-1.8986
215.7000	-1.8269
215.8000	-1.7409
215.9000	-1.6398
216.0000	-1.5232
216.1000	-1.3911
216.2000	-1.2436
216.3000	-1.0817
216.4000	-0.9064
216.5000	-0.7195
216.6000	-0.5231
216.7000	-0.3198
216.8000	-0.1123
216.9000	0.0964
217.0000	0.3032
217.1000	0.5052
217.2000	0.6995
217.3000	0.8836
217.4000	1.0550
217.5000	1.2121
217.6000	1.3533
217.7000	1.4776
217.8000	1.5845
217.9000	1.6737
218.0000	1.7455
218.1000	1.8004
218.2000	1.8391
218.3000	1.8625
218.4000	1.8716
218.5000	1.8674
218.6000	1.8510
218.7000	1.8232
218.8000	1.7850
218.9000	1.7369
219.0000	1.6795
219.1000	1.6133
219.2000	1.5384
219.3000	1.4551
219.4000	1.3633
219.5000	1.2632
219.6000	1.1548
219.7000	1.0381
219.8000	0.9132
219.9000	0.7805
220.0000	0.6404
220.1000	0.4935
220.2000	0.3406
220.3000	0.1828
220.4000	0.0215
220.5000	-0.1419
220.6000	-0.3054
220.7000	-0.4672
220.8000	-0.6249
220.9000	-0.7764
221.0000	-0.9193
221.1000	-1.0514
221.2000	-1.1702
221.3000	-1.2739
221.4000	-1.3606
221.5000	-1.4288
221.6000	-1.4776
221.7000	-1.5063
221.8000	-1.5148
221.9000	-1.5036
222.0000	-1.4738
222.1000	-1.4268
222.2000	-1.3645
222.3000	-1.2894
222.4000	-1.2040
222.5000	-1.1113
222.6000	-1.0141
222.7000	-0.9153
222.8000	-0.8176
222.9000	-0.7234
223.0000	-0.6347
223.1000	-0.5532
223.2000	-0.4798
223.3000	-0.4150
223.4000	-0.3590
223.5000	-0.3111
223.6000	-0.2705
223.7000	-0.2359
223.8000	-0.2059
223.9000	-0.1789
224.0000	-0.1531
224.1000	-0.1271
224.2000	-0.0996
224.3000	-0.0695
224.4000	-0.0360
224.5000	0.0013
224.6000	0.0424
224.7000	0.0873
224.8000	0.1353
224.9000	0.1858
225.0000	0.2380
225.1000	0.2911
225.2000	0.3442
225.3000	0.3968
225.4000	0.4482
225.5000	0.4982
225.6000	0.5464
225.7000	0.5930
225.8000	0.6380
225.9000	0.6817
226.0000	0.7243
226.1000	0.7659
226.2000	0.8066
226.3000	0.8464
226.4000	0.8848
226.5000	0.9212
226.6000	0.9549
226.7000	0.9849
226.8000	1.0099
226.9000	1.0287
227.0000	1.0399
227.1000	1.0424
227.2000	1.0351
227.3000	1.0171
227.4000	0.9880
227.5000	0.9475
227.6000	0.8960
227.7000	0.8339
227.8000	0.7622
227.9000	0.6821
228.0000	0.5948
228.1000	0.5020
228.2000	0.4050
228.3000	0.3054
228.4000	0.2045
228.5000	0.1034
228.6000	0.0029
228.7000	-0.0963
228.8000	-0.1937
228.9000	-0.2891
229.0000	-0.3822
229.1000	-0.4729
229.2000	-0.5610
229.3000	-0.6461
229.4000	-0.7276
229.5000	-0.8048
229.6000	-0.8766
229.7000	-0.9417
229.8000	-0.9988
229.9000	-1.0461
230.0000	-1.0821
230.1000	-1.1054
230.2000	-1.1147
230.3000	-1.1091
230.4000	-1.0883
230.5000	-1.0522
230.6000	-1.0015
230.7000	-0.9375
230.8000	-0.8619
230.9000	-0.7768
231.0000	-0.6848
231.1000	-0.5885
231.2000	-0.4907
231.3000	-0.3939
231.4000	-0.3003
231.5000	-0.2118
231.6000	-0.1297
231.7000	-0.0545
231.8000	0.0134
231.9000	0.0746
232.0000	0.1298
232.1000	0.1803
232.2000	0.2273
232.3000	0.2722
232.4000	0.3161
232.5000	0.3595
232.6000	0.4030
232.7000	0.4460
232.8000	0.4878
232.9000	0.5268
233.0000	0.5612
233.1000	0.5887
233.2000	0.6069
233.3000	0.6135
233.4000	0.6063
233.5000	0.5837
233.6000	0.5449
233.7000	0.4898
233.8000	0.4190
233.9000	0.3343
234.0000	0.2383
234.1000	0.1344
234.2000	0.0266
234.3000	-0.0809
234.4000	-0.1836
234.5000	-0.2770
234.6000	-0.3573
234.7000	-0.4211
234.8000	-0.4659
234.9000	-0.4902
235.0000	-0.4935
235.1000	-0.4763
235.2000	-0.4401
235.3000	-0.3872
235.4000	-0.3205
235.5000	-0.2435
235.6000	-0.1597
235.7000	-0.0728
235.8000	0.0139
235.9000	0.0975
236.0000	0.1754
236.1000	0.2459
236.2000	0.3076
236.3000	0.3598
236.4000	0.4024
236.5000	0.4352
236.6000	0.4587
236.7000	0.4732
236.8000	0.4789
236.9000	0.4760
237.0000	0.4643
237.1000	0.4435
237.2000	0.4130
237.3000	0.3722
237.4000	0.3204
237.5000	0.2572
237.6000	0.1823
237.7000	0.0960
237.8000	-0.0008
237.9000	-0.1066
238.0000	-0.2193
238.1000	-0.3358
238.2000	-0.4529
238.3000	-0.5667
238.4000	-0.6730
238.5000	-0.7677
238.6000	-0.8470
238.7000	-0.9076
238.8000	-0.9467
238.9000	-0.9628
239.0000	-0.9550
239.1000	-0.9237
239.2000	-0.8703
239.3000	-0.7972
239.4000	-0.7076
239.5000	-0.6052
239.6000	-0.4941
239.7000	-0.3782
239.8000	-0.2615
239.9000	-0.1473
240.0000	-0.0382
240.1000	0.0641
240.2000	0.1585
240.3000	0.2451
240.4000	0.3247
240.5000	0.3988
240.6000	0.4693
240.7000	0.5383
240.8000	0.6078
240.9000	0.6796
241.0000	0.7548
241.1000	0.8339
241.2000	0.9167
241.3000	1.0020
241.4000	1.0879
241.5000	1.1718
241.6000	1.2505
241.7000	1.3206
241.8000	1.3787
241.9000	1.4217
242.0000	1.4466
242.1000	1.4515
242.2000	1.4349
242.3000	1.3965
242.4000	1.3367
242.5000	1.2567
242.6000	1.1587
242.7000	1.0450
242.8000	0.9187
242.9000	0.7826
243.0000	0.6397
243.1000	0.4925
243.2000	0.3432
243.3000	0.1933
243.4000	0.0440
243.5000	-0.1043
243.6000	-0.2516
243.7000	-0.3981
243.8000	-0.5443
243.9000	-0.6905
244.0000	-0.8368
244.1000	-0.9832
244.2000	-1.1287
244.3000	-1.2722
244.4000	-1.4118
244.5000	-1.5451
244.6000	-1.6693
244.7000	-1.7814
244.8000	-1.8784
244.9000	-1.9575
245.0000	-2.0161
245.1000	-2.0526
245.2000	-2.0657
245.3000	-2.0553
245.4000	-2.0221
245.5000	-1.9678
245.6000	-1.8945
245.7000	-1.8052
245.8000	-1.7033
245.9000	-1.5921
246.0000	-1.4750
246.1000	-1.3548
246.2000	-1.2340
246.3000	-1.1142
246.4000	-0.9960
246.5000	-0.8794
246.6000	-0.7634
246.7000	-0.6465
246.8000	-0.5265
246.9000	-0.4008
247.0000	-0.2671
247.1000	-0.1230
247.2000	0.0331
247.3000	0.2023
247.4000	0.3850
247.5000	0.5803
247.6000	0.7865
247.7000	1.0011
247.8000	1.2205
247.9000	1.4408
248.0000	1.6574
248.1000	1.8657
248.2000	2.0611
248.3000	2.2396
248.4000	2.3973
248.5000	2.5314
248.6000	2.6396
248.7000	2.7207
248.8000	2.7742
248.9000	2.8004
249.0000	2.8003
249.1000	2.7752
249.2000	2.7270
249.3000	2.6576
249.4000	2.5688
249.5000	2.4624
249.6000	2.3398
249.7000	2.2025
249.8000	2.0512
249.9000	1.8868
250.0000	1.7097
250.1000	1.5204
250.2000	1.3195
250.3000	1.1076
250.4000	0.8859
250.5000	0.6555
250.6000	0.4182
250.7000	0.1763
250.8000	-0.0676
250.9000	-0.3108
251.0000	-0.5499
251.1000	-0.7817
251.2000	-1.0031
251.3000	-1.2111
251.4000	-1.4029
251.5000	-1.5763
251.6000	-1.7297
251.7000	-1.8620
251.8000	-1.9728
251.9000	-2.0622
252.0000	-2.1311
252.1000	-2.1806
252.2000	-2.2124
252.3000	-2.2285
252.4000	-2.2308
252.5000	-2.2215
252.6000	-2.2026
252.7000	-2.1759
252.8000	-2.1431
252.9000	-2.1056
253.0000	-2.0643
253.1000	-2.0201
253.2000	-1.9734
253.3000	-1.9246
253.4000	-1.8735
253.5000	-1.8201
253.6000	-1.7642
253.7000	-1.7052
253.8000	-1.6430
253.9000	-1.5769
254.0000	-1.5066
254.1000	-1.4318
254.2000	-1.3520
254.3000	-1.2671
254.4000	-1.1769
254.5000	-1.0814
254.6000	-0.9808
254.7000	-0.8756
254.8000	-0.7662
254.9000	-0.6537
255.0000	-0.5391
255.1000	-0.4236
255.2000	-0.3089
255.3000	-0.1964
255.4000	-0.0878
255.5000	0.0153
255.6000	0.1115
255.7000	0.1996
255.8000	0.2790
255.9000	0.3495
256.0000	0.4112
256.1000	0.4653
256.2000	0.5132
256.3000	0.5571
256.4000	0.5995
256.5000	0.6432
256.6000	0.6915
256.7000	0.7472
256.8000	0.8132
256.9000	0.8918
257.0000	0.9844
257.1000	1.0920
257.2000	1.2142
257.3000	1.3498
257.4000	1.4966
257.5000	1.6511
257.6000	1.8094
257.7000	1.9667
257.8000	2.1179
257.9000	2.2576
258.0000	2.3809
258.1000	2.4832
258.2000	2.5605
258.3000	2.6099
258.4000	2.6297
258.5000	2.6193
258.6000	2.5792
258.7000	2.5114
258.8000	2.4186
258.9000	2.3046
259.0000	2.1736
259.1000	2.0305
259.2000	1.8799
259.3000	1.7265
259.4000	1.5745
259.5000	1.4276
259.6000	1.2886
259.7000	1.1598
259.8000	1.0423
259.9000	0.9368
260.0000	0.8430
260.1000	0.7602
260.2000	0.6871
260.3000	0.6223
260.4000	0.5641
260.5000	0.5108
260.6000	0.4608
260.7000	0.4126
260.8000	0.3648
260.9000	0.3160
261.0000	0.2653
261.1000	0.2115
261.2000	0.1536
261.3000	0.0905
261.4000	0.0209
261.5000	-0.0562
261.6000	-0.1421
261.7000	-0.2379
261.8000	-0.3448
261.9000	-0.4634
262.0000	-0.5941
262.1000	-0.7369
262.2000	-0.8911
262.3000	-1.0551
262.4000	-1.2269
262.5000	-1.4036
262.6000	-1.5816
262.7000	-1.7571
262.8000	-1.9257
262.9000	-2.0829
263.0000	-2.2245
263.1000	-2.3467
263.2000	-2.4462
263.3000	-2.5207
263.4000	-2.5690
263.5000	-2.5911
263.6000	-2.5881
263.7000	-2.5623
263.8000	-2.5169
263.9000	-2.4561
264.0000	-2.3846
264.1000	-2.3073
264.2000	-2.2290
264.3000	-2.1541
264.4000	-2.0865
264.5000	-2.0288
264.6000	-1.9827
264.7000	-1.9487
264.8000	-1.9261
264.9000	-1.9129
265.0000	-1.9064
265.1000	-1.9029
265.2000	-1.8984
265.3000	-1.8887
265.4000	-1.8700
265.5000	-1.8385
265.6000	-1.7914
265.7000	-1.7269
265.8000	-1.6438
265.9000	-1.5423
266.0000	-1.4234
266.1000	-1.2888
